48.67	137.15	26.59	126.87	-31.07	-51.80	34.13	17.39	49.07	-10.11	26.51	94.12	-14.05	173.66	64.27	-33.84	94.48	-180.00	9.48	12.53	57.09	-24.31	2.33	-5.46	-21.49	47.00	-88.56	121.98	71.15	172.30	-161.40	29.10	43.96	-44.36	31.70	12.80	-158.74	-3.52	6.63	-0.29	-27.46	-13.45	-31.48	144.16	25.53	-19.48	26.92	96.81	91.77	-41.48	-50.52	3.37	-8.13	48.86	-0.00	
39.14	62.22	29.29	75.96	77.61	-11.54	-32.91	126.20	-26.13	-17.82	160.45	81.87	3.43	33.91	-48.58	-112.30	170.85	173.09	93.42	37.93	-127.38	37.79	-6.29	-39.97	-46.51	70.05	-161.72	-70.04	56.07	55.03	120.06	35.36	-20.55	48.36	124.56	68.81	-70.52	2.09	-20.68	-40.26	68.20	36.33	113.01	-86.01	-18.43	-63.43	-22.55	-0.00	101.31	32.37	17.35	117.65	-9.24	39.48	-0.00	
144.46	156.98	52.22	128.56	-117.28	-137.04	16.86	27.22	104.26	12.25	19.34	77.74	92.29	38.23	4.33	11.00	6.87	36.97	133.25	3.03	-3.27	99.71	-14.85	54.52	13.95	21.50	-133.67	80.82	53.07	-70.31	112.35	149.04	88.50	-0.42	-41.94	29.48	-46.47	-36.96	9.75	10.47	10.74	162.03	-146.92	43.97	-59.65	138.31	54.02	-31.40	56.83	120.04	-42.56	-43.60	45.00	73.20	-0.00	
-22.43	92.70	-91.82	113.20	-28.69	138.24	76.76	-28.04	70.99	142.70	-40.25	88.28	17.53	-40.88	37.53	-60.75	83.45	82.38	-35.31	21.49	-19.56	51.88	28.33	-10.10	-29.82	82.38	35.05	27.41	131.56	38.23	-127.77	75.24	33.40	-6.19	5.37	22.37	-66.64	73.67	3.28	-35.19	33.08	60.07	50.29	-150.71	13.07	-58.59	127.87	-162.02	37.36	15.67	51.08	17.82	-140.29	39.81	-0.00	
-74.48	74.50	28.61	46.66	59.37	-46.12	32.45	55.91	5.26	25.29	56.54	-18.74	-122.94	-37.79	-27.33	42.16	32.35	-173.79	33.17	117.05	56.31	-27.73	-33.89	-60.91	-105.95	-41.78	-35.10	28.18	100.13	102.11	11.98	79.14	74.82	-10.58	45.58	4.20	5.85	-13.03	6.30	-65.38	-27.51	119.16	16.39	31.88	-67.15	157.22	2.85	22.91	-8.13	81.63	-51.22	-21.56	64.76	62.10	-0.00	
60.36	19.89	36.53	36.42	36.29	-179.14	163.11	-56.31	-27.34	-103.84	23.81	-43.19	131.93	82.39	-28.76	2.40	165.82	84.50	-158.63	44.50	-79.89	70.69	45.43	74.25	-12.00	63.49	26.53	121.36	129.16	-28.30	102.39	87.64	13.83	-49.43	62.02	23.20	-26.98	16.86	-13.05	9.79	-25.15	-13.57	-16.53	-19.65	-50.48	30.14	-1.42	-21.80	13.94	49.66	-0.86	88.83	-36.34	36.85	-0.00	
51.64	65.64	37.69	101.31	-38.20	152.72	9.40	137.27	58.68	-84.40	35.63	33.13	-46.96	-118.17	6.07	-119.74	-39.52	62.95	62.71	-11.84	118.46	54.82	-7.15	-8.08	-29.63	-47.56	98.55	112.64	102.13	143.31	-176.65	108.82	42.74	96.79	-4.05	-14.70	9.21	2.65	-81.03	11.07	18.32	-64.33	49.40	104.62	12.43	6.04	-29.17	46.01	76.16	8.90	21.32	17.16	-140.00	56.15	-0.00	
78.99	104.10	-125.25	149.04	20.49	-110.36	36.41	-120.65	-50.06	92.78	37.44	105.66	138.31	110.15	-89.43	10.76	-0.34	49.97	71.47	91.25	155.45	72.80	-26.66	74.15	-70.72	24.27	70.79	-38.95	-104.73	-59.53	67.63	78.02	45.46	-14.51	-16.96	-37.18	-11.81	-73.07	-15.20	37.51	-119.93	-22.22	46.30	21.03	13.46	63.43	-75.64	-96.44	20.92	-35.13	116.07	38.83	17.10	2.42	-0.00	
29.31	-25.45	11.31	21.85	-40.91	11.55	-11.98	65.84	43.97	-39.81	28.34	-7.77	145.30	-34.58	100.08	-11.69	86.34	26.89	168.11	53.77	62.65	62.11	-0.00	-19.09	-57.90	-16.41	-106.65	105.03	-3.39	76.10	-13.12	54.49	-127.63	45.41	10.69	75.50	-20.17	-151.86	-52.50	-11.31	-102.70	-16.00	-34.77	-21.75	11.02	-17.91	-42.66	-26.01	-78.69	9.63	-60.26	79.38	-47.12	61.77	-0.00	
83.62	5.52	97.66	64.66	22.52	119.29	-7.44	2.52	7.67	102.25	33.69	-177.92	-123.69	156.34	37.95	58.74	42.51	42.88	-55.62	89.63	35.22	15.95	0.72	71.02	-107.61	62.05	-31.36	-176.61	-120.96	-11.70	-151.51	27.70	151.15	111.51	-75.96	-1.36	70.28	-52.13	32.98	54.63	-37.64	11.73	49.40	32.62	-41.42	-162.18	-12.56	-56.99	25.31	-13.86	-1.34	49.48	4.51	37.14	-0.00	
133.78	-57.08	34.60	-38.57	-31.82	-160.87	50.79	49.07	73.03	-156.80	62.92	79.22	65.78	167.62	37.63	-129.84	115.79	100.31	-22.62	-15.91	15.50	78.35	-4.72	51.62	-21.22	-67.21	8.74	-8.64	66.01	-157.63	29.54	87.61	34.12	-40.79	15.66	-167.11	85.72	-29.44	-0.11	-33.32	-26.67	1.45	51.13	26.57	-32.55	47.29	60.98	153.43	51.45	20.84	-76.43	43.96	90.35	-23.74	-0.00	
43.23	7.33	7.15	29.15	70.56	-43.48	29.84	16.49	22.07	-49.94	8.15	147.56	-63.54	53.77	8.27	54.33	67.09	17.90	-85.16	-7.43	-72.46	-32.61	3.26	49.72	-80.85	52.52	129.52	-168.60	138.37	36.37	21.37	-96.42	96.32	-29.58	0.92	22.92	94.05	108.43	42.25	20.74	23.68	11.54	32.91	53.71	173.75	10.36	2.11	61.04	64.83	-41.57	38.78	-33.22	-9.19	135.00	-0.00	
4.40	29.05	-56.13	10.19	80.29	-131.38	-18.71	-6.48	-97.04	-109.44	56.72	32.47	-170.65	57.13	3.20	2.60	106.93	74.05	-15.52	-27.86	17.67	48.07	14.84	0.47	-16.80	-22.10	175.48	-71.76	28.12	-137.32	50.60	138.86	65.08	-13.02	6.04	32.99	-72.56	-53.97	-69.80	36.18	138.43	76.91	15.04	37.57	-33.06	14.25	-149.04	170.17	16.66	75.32	137.49	-21.15	44.17	42.06	-0.00	
14.35	-4.31	-57.86	106.39	-84.42	54.04	111.37	79.64	73.29	47.84	5.44	35.15	111.19	3.01	28.01	73.06	56.85	-164.28	70.79	4.03	-84.61	-5.93	-67.75	-15.85	-63.02	-78.09	21.33	74.67	-8.61	-168.57	-6.35	98.86	91.13	25.17	36.25	97.09	12.35	-38.09	-6.93	29.44	4.40	0.07	-60.83	-59.04	167.11	-6.31	-173.85	41.39	-27.47	-27.16	140.53	3.37	-5.91	95.97	-0.00	
-60.87	47.86	11.89	36.82	46.71	-92.79	30.16	7.94	-55.69	-33.56	24.82	23.35	3.13	99.26	-38.11	-34.60	93.95	101.85	-74.96	-130.78	-22.88	95.06	-37.25	25.09	-35.44	118.50	170.02	114.36	-25.95	123.23	-30.25	122.07	29.35	-35.85	-38.64	-25.16	-52.58	24.69	-46.32	-8.36	-20.12	15.95	-45.00	-33.36	-20.22	75.87	-54.27	112.83	167.52	59.75	8.62	19.65	92.73	-39.62	-0.00	
-5.75	-164.46	-33.69	151.99	43.01	-153.57	2.94	35.82	-28.32	-55.51	45.55	138.02	-27.35	168.31	11.12	28.49	30.19	92.84	-46.31	15.26	137.15	22.50	-29.09	29.11	-66.49	35.41	169.60	44.06	-67.83	-35.46	92.56	8.97	64.89	-10.85	-44.06	5.82	11.47	-12.72	8.25	-6.12	71.34	-82.77	-40.11	131.63	40.64	35.61	7.36	3.07	-25.85	11.24	15.95	-15.09	178.78	152.92	-0.00	
24.62	36.87	63.52	-0.91	88.62	123.88	-74.77	-178.30	-2.14	97.49	22.99	4.70	26.04	-6.28	40.11	167.61	137.83	25.50	-153.58	138.59	-34.37	35.56	38.46	101.28	-60.16	73.41	146.36	-32.19	-121.72	176.77	-2.15	164.80	-9.09	-2.55	-43.21	-56.04	-13.21	57.56	-12.33	4.00	-43.28	10.88	16.25	-5.54	-13.68	-170.13	60.07	16.31	111.01	77.33	141.18	40.90	-101.89	12.63	-0.00	
114.34	-54.98	-64.98	-118.14	-67.28	-92.40	-7.33	172.79	134.16	124.76	41.30	8.81	-152.35	-18.60	-14.61	-10.86	93.89	86.80	51.96	-29.87	31.82	64.20	25.00	83.67	49.68	66.46	-56.68	127.73	-14.95	-86.78	-109.38	-172.21	89.09	0.84	-16.34	-107.09	-5.44	10.94	-18.64	-14.72	48.49	-82.30	29.88	-7.73	-0.00	-65.85	1.46	38.83	-82.44	-27.39	12.04	-5.52	64.70	-126.74	-0.00	
162.61	63.22	98.75	-20.02	40.43	13.18	13.24	66.05	-2.26	2.10	-145.91	84.11	-13.57	167.72	-30.21	-175.77	-50.21	-86.99	68.77	-72.02	7.94	12.00	52.46	47.97	-45.00	-18.23	-33.69	-30.48	-47.51	81.39	-32.70	146.00	47.56	-116.46	-6.06	-63.30	-1.68	-98.62	5.51	-8.08	38.57	28.01	-5.79	125.18	0.17	51.14	32.01	35.01	-1.55	-28.79	20.26	49.40	-123.46	14.16	-0.00	
93.88	-64.33	-149.62	26.40	-13.69	36.51	-34.05	-46.68	32.91	85.23	-59.54	-19.46	119.63	-54.54	42.12	64.41	-128.89	94.89	154.97	-47.43	-39.64	12.45	53.65	21.52	-58.38	71.04	-92.47	58.14	-170.84	165.56	101.79	68.99	136.50	-37.57	-32.42	24.97	-5.08	-6.02	-6.69	27.55	-11.89	126.45	117.35	-47.23	35.24	98.58	18.19	-134.16	-0.00	49.83	-27.99	36.14	61.26	34.81	-0.00	
65.68	-75.03	-166.12	-19.54	122.47	16.61	30.04	-128.03	21.41	46.08	-46.68	45.65	143.46	47.90	-76.22	8.08	82.23	28.78	59.07	-61.57	145.59	-41.70	25.29	-5.73	-57.16	-6.63	-108.36	14.48	92.10	-143.22	140.87	61.22	-21.96	48.15	-26.28	-25.71	-13.57	18.71	-14.73	28.87	12.55	-90.75	86.05	-2.71	-9.94	166.95	-18.94	-32.18	39.42	37.26	-25.55	8.59	-78.28	-11.80	-0.00	
44.37	8.82	18.98	-33.69	44.18	88.12	-80.76	56.97	66.10	108.14	-23.70	115.46	-41.49	-9.92	-50.89	-137.66	113.18	73.31	42.91	179.02	-152.39	-15.44	39.50	49.42	-71.83	0.25	-12.61	-60.61	7.44	173.02	98.72	71.58	87.74	25.22	-91.08	14.90	18.21	-105.95	4.18	40.64	-26.91	31.56	144.33	150.26	-0.00	18.43	-20.92	-156.40	89.58	80.29	-29.33	51.20	8.64	22.77	-0.00	
90.00	-37.44	-149.32	42.70	33.69	61.45	24.52	58.91	107.04	74.51	28.30	-129.68	-106.33	-63.92	57.96	26.85	41.75	73.81	2.28	-59.65	-98.67	31.14	33.11	11.47	-160.68	144.20	-40.61	58.49	-73.99	-98.89	-7.63	130.51	20.00	57.99	-14.46	45.36	-34.73	46.78	-29.09	-15.21	-24.05	-147.32	-77.74	49.20	-1.54	85.91	116.57	-51.43	-55.62	-1.55	47.10	64.25	-116.68	44.75	-0.00	
32.11	-146.87	15.26	32.34	15.95	65.22	15.27	-177.88	17.18	61.43	68.37	66.74	-3.43	144.30	20.00	-26.87	-114.98	143.75	-119.84	55.08	39.30	107.53	65.00	-19.65	32.29	-31.98	62.55	126.55	-42.54	-1.09	-130.43	56.57	-64.63	8.89	-20.34	49.13	7.85	-3.37	-19.85	107.32	129.09	43.56	23.61	-5.78	-26.69	33.11	-7.49	49.08	-29.03	90.32	52.94	37.49	20.19	10.07	-0.00	
116.87	12.33	36.17	-8.94	22.81	68.49	45.51	-52.39	12.02	132.26	27.37	6.53	142.89	-101.58	-116.29	-22.83	-99.68	110.05	99.76	73.64	86.08	-70.02	-61.94	-43.82	-39.66	-56.95	9.55	120.29	103.40	-0.66	-164.38	40.22	-17.49	-84.08	-39.09	26.53	2.24	-14.36	-11.71	1.43	128.06	64.51	38.00	-10.36	50.71	-8.43	-30.45	62.19	12.86	57.02	48.56	17.27	1.76	105.19	-0.00	
-6.74	41.31	28.20	24.54	50.91	-18.05	3.52	-118.53	33.98	18.43	50.78	9.13	111.42	-38.66	7.91	0.51	30.96	44.68	36.70	57.28	133.84	18.32	30.52	21.39	-34.51	37.42	79.38	69.33	60.99	131.11	-136.65	143.94	17.10	49.56	6.47	-25.49	14.95	0.17	22.56	63.15	150.96	22.26	77.95	80.49	-40.54	13.90	13.14	-37.57	11.27	59.62	64.33	15.60	24.04	16.10	-0.00	
-130.64	19.08	31.89	-1.36	87.92	50.91	30.13	145.30	93.20	38.73	48.96	4.91	-101.60	177.36	-34.68	55.91	9.54	139.14	174.51	82.21	33.26	87.50	5.45	-9.29	-164.67	58.22	-75.38	72.20	94.98	89.47	162.57	3.67	86.68	-139.16	45.83	70.27	-0.65	-50.62	4.33	-79.91	-19.68	3.42	14.84	50.99	-3.59	28.71	40.06	-97.23	-42.15	-82.72	51.98	16.94	23.90	-43.27	-0.00	
26.68	26.48	31.17	63.43	86.58	127.72	-33.74	14.74	6.68	-110.17	-168.33	80.54	-6.93	-111.17	32.71	19.74	32.60	58.54	111.19	-135.34	-11.88	17.93	-105.24	20.24	-135.22	-141.73	-82.15	63.13	89.22	-128.27	9.91	105.32	137.37	81.56	15.64	-17.21	16.01	140.68	-7.44	34.28	91.90	18.69	7.64	32.09	22.91	-105.41	55.84	-3.58	68.53	45.83	-175.68	30.40	46.31	43.54	-0.00	
-65.22	22.55	143.26	-36.04	35.30	9.54	-8.61	32.82	-1.52	23.20	36.41	123.40	158.34	76.67	-37.79	15.18	62.37	96.98	-41.68	120.85	-123.81	28.96	47.95	-22.85	38.35	45.84	92.36	123.20	-103.92	54.79	-33.02	92.77	-5.39	74.24	-33.91	-37.43	-19.69	15.41	11.04	17.59	34.19	-4.76	1.60	4.22	-5.15	-54.16	40.15	-31.73	171.87	-26.30	-0.48	-78.06	29.96	56.69	-0.00	
-16.42	27.46	9.22	-23.96	-63.02	-172.84	44.09	-21.11	65.02	15.95	88.28	149.78	-21.00	-18.74	23.03	-6.91	-66.18	81.25	-163.24	-144.13	133.82	-11.00	62.86	52.36	-56.17	58.13	119.87	-49.25	163.90	170.54	-97.13	158.79	26.29	-10.16	-43.97	110.96	13.16	20.71	2.19	-25.89	11.70	-159.72	4.97	14.18	56.77	39.94	-21.02	48.28	14.16	19.49	-15.69	56.74	-7.44	63.42	-0.00	
-26.35	82.63	30.71	45.45	110.45	-2.73	52.33	21.84	29.66	60.61	26.70	110.52	156.47	26.13	169.81	12.69	-32.70	-127.57	133.32	131.19	51.24	80.20	-10.74	26.83	-41.33	-138.36	-120.47	21.42	48.40	-134.28	41.33	-8.46	15.66	38.50	8.63	-12.77	-55.76	-22.61	8.18	-15.91	-68.55	-2.66	-32.47	38.03	117.36	-32.75	-86.77	-132.44	-19.25	31.00	23.68	18.74	31.21	28.11	-0.00	
-11.50	-30.83	-8.30	58.70	25.15	-33.13	-11.60	26.02	31.87	82.34	-14.38	36.99	-143.42	-124.21	18.12	-1.10	86.51	34.01	47.34	26.26	18.22	2.88	30.49	-43.22	-23.15	34.61	145.34	-174.82	-107.21	-13.40	-112.69	47.64	74.45	44.92	2.65	35.71	-76.17	75.05	1.52	92.42	19.15	9.09	-20.39	0.46	18.95	48.29	-27.54	12.31	-21.87	-56.98	21.37	169.26	-40.86	11.70	-0.00	
